# hostname;interval;timestamp;DEV;tps;rd_sec/s;wr_sec/s;avgrq-sz;avgqu-sz;await;svctm;%util
ip-10-8-14-181;2;2012-03-08 03:51:14 UTC;xvdb;1743.32;111572.19;0.00;64.00;1.89;1.08;0.31;53.48
ip-10-8-14-181;2;2012-03-08 03:51:14 UTC;xvdc;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 03:51:14 UTC;xvdd;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 03:51:14 UTC;xvde;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 03:51:15 UTC;xvdap1;1.63;0.00;30.43;18.67;0.04;26.00;26.00;4.24
ip-10-8-14-181;2;2012-03-08 03:51:15 UTC;xvdb;1784.78;114226.09;0.00;64.00;1.91;1.07;0.30;54.29
ip-10-8-14-181;2;2012-03-08 03:51:15 UTC;xvdc;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 03:51:15 UTC;xvdd;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 03:51:15 UTC;xvde;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 03:51:16 UTC;xvdap1;1.60;0.00;34.04;21.33;0.04;26.33;26.33;4.20
ip-10-8-14-181;2;2012-03-08 03:51:16 UTC;xvdb;1636.17;104714.89;0.00;64.00;1.89;1.16;0.32;53.14
ip-10-8-14-181;2;2012-03-08 03:51:16 UTC;xvdc;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 03:51:16 UTC;xvdd;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 03:51:16 UTC;xvde;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 03:51:17 UTC;xvdap1;1.61;0.00;34.41;21.33;0.05;29.33;29.33;4.73
ip-10-8-14-181;2;2012-03-08 03:51:17 UTC;xvdb;1589.78;101759.14;0.00;64.01;1.93;1.21;0.34;53.76
ip-10-8-14-181;2;2012-03-08 03:51:17 UTC;xvdc;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 03:51:17 UTC;xvdd;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 03:51:17 UTC;xvde;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 03:51:18 UTC;xvdap1;1.61;0.00;34.41;21.33;0.05;29.33;29.33;4.73
ip-10-8-14-181;2;2012-03-08 03:51:18 UTC;xvdb;1476.34;94486.02;0.00;64.00;1.95;1.32;0.36;53.76
ip-10-8-14-181;2;2012-03-08 03:51:18 UTC;xvdc;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 03:51:18 UTC;xvdd;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 03:51:18 UTC;xvde;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 03:51:19 UTC;xvdap1;1.60;0.00;34.04;21.33;0.05;29.33;29.33;4.68
ip-10-8-14-181;2;2012-03-08 03:51:19 UTC;xvdb;1544.15;98812.77;0.00;63.99;1.92;1.25;0.34;53.19
ip-10-8-14-181;2;2012-03-08 03:51:19 UTC;xvdc;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 03:51:19 UTC;xvdd;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 03:51:19 UTC;xvde;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 03:51:20 UTC;xvdap1;1.61;0.00;30.11;18.67;0.04;26.67;26.67;4.30
ip-10-8-14-181;2;2012-03-08 03:51:20 UTC;xvdb;1677.96;107376.34;0.00;63.99;1.92;1.14;0.32;53.76
ip-10-8-14-181;2;2012-03-08 03:51:20 UTC;xvdc;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 03:51:20 UTC;xvdd;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 03:51:20 UTC;xvde;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 03:51:21 UTC;xvdap1;1.60;0.00;34.04;21.33;0.04;26.67;26.67;4.26
ip-10-8-14-181;2;2012-03-08 03:51:21 UTC;xvdb;1562.23;99995.74;0.00;64.01;1.91;1.22;0.34;53.19
ip-10-8-14-181;2;2012-03-08 03:51:21 UTC;xvdc;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 03:51:21 UTC;xvdd;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 03:51:21 UTC;xvde;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 03:51:22 UTC;xvdap1;1.60;0.00;34.22;21.33;0.04;26.67;26.67;4.28
ip-10-8-14-181;2;2012-03-08 03:51:22 UTC;xvdb;1483.96;94986.10;0.00;64.01;1.94;1.31;0.36;53.48
ip-10-8-14-181;2;2012-03-08 03:51:22 UTC;xvdc;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 03:51:22 UTC;xvdd;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 03:51:22 UTC;xvde;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 03:51:23 UTC;xvdap1;1.60;0.00;34.04;21.33;0.04;26.67;26.67;4.26
ip-10-8-14-181;2;2012-03-08 03:51:23 UTC;xvdb;1597.34;102217.02;0.00;63.99;1.92;1.20;0.33;53.19
ip-10-8-14-181;2;2012-03-08 03:51:23 UTC;xvdc;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 03:51:23 UTC;xvdd;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 03:51:23 UTC;xvde;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 03:51:24 UTC;xvdap1;1.60;0.00;34.22;21.33;0.04;26.67;26.67;4.28
ip-10-8-14-181;2;2012-03-08 03:51:24 UTC;xvdb;1683.42;107739.04;0.00;64.00;1.92;1.14;0.32;53.48
ip-10-8-14-181;2;2012-03-08 03:51:24 UTC;xvdc;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 03:51:24 UTC;xvdd;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 03:51:24 UTC;xvde;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 03:51:25 UTC;xvdap1;1.61;0.00;30.11;18.67;0.04;26.67;26.67;4.30
ip-10-8-14-181;2;2012-03-08 03:51:25 UTC;xvdb;1762.37;112791.40;0.00;64.00;1.91;1.08;0.31;53.76
ip-10-8-14-181;2;2012-03-08 03:51:25 UTC;xvdc;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 03:51:25 UTC;xvdd;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 03:51:25 UTC;xvde;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 03:51:26 UTC;xvdap1;1.61;0.00;34.41;21.33;0.07;43.33;43.33;6.99
ip-10-8-14-181;2;2012-03-08 03:51:26 UTC;xvdb;1693.55;108387.10;0.00;64.00;1.91;1.13;0.32;53.76
ip-10-8-14-181;2;2012-03-08 03:51:26 UTC;xvdc;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 03:51:26 UTC;xvdd;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 03:51:26 UTC;xvde;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 03:51:27 UTC;xvdap1;1.60;0.00;34.04;21.33;0.07;43.33;43.33;6.91
ip-10-8-14-181;2;2012-03-08 03:51:27 UTC;xvdb;1596.28;102174.47;0.00;64.01;1.93;1.21;0.33;53.24
ip-10-8-14-181;2;2012-03-08 03:51:27 UTC;xvdc;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 03:51:27 UTC;xvdd;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 03:51:27 UTC;xvde;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 03:51:28 UTC;xvdap1;1.59;0.00;33.86;21.33;0.05;31.67;31.67;5.03
ip-10-8-14-181;2;2012-03-08 03:51:28 UTC;xvdb;1578.84;101045.50;0.00;64.00;1.92;1.21;0.34;52.91
ip-10-8-14-181;2;2012-03-08 03:51:28 UTC;xvdc;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 03:51:28 UTC;xvdd;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 03:51:28 UTC;xvde;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 03:51:29 UTC;xvdap1;1.60;0.00;34.04;21.33;0.05;29.00;29.00;4.63
ip-10-8-14-181;2;2012-03-08 03:51:29 UTC;xvdb;1477.13;94523.40;0.00;63.99;1.93;1.31;0.36;53.19
ip-10-8-14-181;2;2012-03-08 03:51:29 UTC;xvdc;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 03:51:29 UTC;xvdd;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 03:51:29 UTC;xvde;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 03:51:30 UTC;xvdap1;7.49;0.00;89.84;12.00;0.05;6.29;6.29;4.71
ip-10-8-14-181;2;2012-03-08 03:51:30 UTC;xvdb;1606.95;102857.75;0.00;64.01;1.92;1.20;0.33;53.48
ip-10-8-14-181;2;2012-03-08 03:51:30 UTC;xvdc;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 03:51:30 UTC;xvdd;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 03:51:30 UTC;xvde;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 03:51:31 UTC;xvdap1;1.60;0.00;29.79;18.67;0.07;46.00;46.00;7.34
ip-10-8-14-181;2;2012-03-08 03:51:31 UTC;xvdb;1589.36;101719.15;0.00;64.00;1.92;1.21;0.33;53.19
ip-10-8-14-181;2;2012-03-08 03:51:31 UTC;xvdc;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 03:51:31 UTC;xvdd;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 03:51:31 UTC;xvde;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 03:51:32 UTC;xvdap1;1.59;0.00;33.86;21.33;0.04;26.33;26.33;4.18
ip-10-8-14-181;2;2012-03-08 03:51:32 UTC;xvdb;1540.21;98560.85;0.00;63.99;1.93;1.25;0.34;52.91
ip-10-8-14-181;2;2012-03-08 03:51:32 UTC;xvdc;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 03:51:32 UTC;xvdd;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 03:51:32 UTC;xvde;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 03:51:33 UTC;xvdap1;1.60;0.00;34.22;21.33;0.05;29.67;29.67;4.76
ip-10-8-14-181;2;2012-03-08 03:51:33 UTC;xvdb;1469.52;94049.20;0.00;64.00;1.94;1.32;0.36;53.48
ip-10-8-14-181;2;2012-03-08 03:51:33 UTC;xvdc;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 03:51:33 UTC;xvdd;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 03:51:33 UTC;xvde;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 03:51:34 UTC;xvdap1;1.58;0.00;33.68;21.33;0.05;29.67;29.67;4.68
ip-10-8-14-181;2;2012-03-08 03:51:34 UTC;xvdb;1581.05;101187.37;0.00;64.00;1.90;1.20;0.33;52.63
ip-10-8-14-181;2;2012-03-08 03:51:34 UTC;xvdc;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 03:51:34 UTC;xvdd;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 03:51:34 UTC;xvde;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 03:51:35 UTC;xvdap1;1.61;0.00;34.41;21.33;0.04;27.33;27.33;4.41
ip-10-8-14-181;2;2012-03-08 03:51:35 UTC;xvdb;1692.47;108318.28;0.00;64.00;1.92;1.14;0.32;53.76
ip-10-8-14-181;2;2012-03-08 03:51:35 UTC;xvdc;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 03:51:35 UTC;xvdd;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 03:51:35 UTC;xvde;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 03:51:36 UTC;xvdap1;1.60;0.00;29.79;18.67;0.04;24.33;24.33;3.88
ip-10-8-14-181;2;2012-03-08 03:51:36 UTC;xvdb;1765.96;113021.28;0.00;64.00;1.90;1.08;0.30;53.19
ip-10-8-14-181;2;2012-03-08 03:51:36 UTC;xvdc;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 03:51:36 UTC;xvdd;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 03:51:36 UTC;xvde;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 03:51:37 UTC;xvdap1;1.60;0.00;34.22;21.33;0.04;24.33;24.33;3.90
ip-10-8-14-181;2;2012-03-08 03:51:37 UTC;xvdb;1722.46;110250.27;0.00;64.01;1.87;1.09;0.31;53.48
ip-10-8-14-181;2;2012-03-08 03:51:37 UTC;xvdc;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 03:51:37 UTC;xvdd;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 03:51:37 UTC;xvde;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 03:51:38 UTC;xvdap1;1.60;0.00;34.04;21.33;0.04;24.33;24.33;3.88
ip-10-8-14-181;2;2012-03-08 03:51:38 UTC;xvdb;1643.09;105144.68;0.00;63.99;1.90;1.16;0.32;53.19
ip-10-8-14-181;2;2012-03-08 03:51:38 UTC;xvdc;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 03:51:38 UTC;xvdd;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 03:51:38 UTC;xvde;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 03:51:39 UTC;xvdap1;1.60;0.00;34.04;21.33;0.04;27.00;27.00;4.31
ip-10-8-14-181;2;2012-03-08 03:51:39 UTC;xvdb;1552.13;99336.17;0.00;64.00;1.92;1.24;0.34;53.19
ip-10-8-14-181;2;2012-03-08 03:51:39 UTC;xvdc;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 03:51:39 UTC;xvdd;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 03:51:39 UTC;xvde;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
