500, 65280, 0, 65536
1000, 89984, 0, 65536
1500, 89984, 0, 65536
2000, 87168, 0, 65536
2501, 86912, 0, 65536
3002, 90496, 0, 65536
3502, 89088, 0, 65536
4002, 91264, 0, 65536
4502, 91392, 0, 65536
5003, 91264, 0, 65536
5503, 91392, 0, 65536
6003, 89344, 0, 65536
6503, 91264, 0, 65536
7003, 91136, 0, 65536
7504, 91392, 0, 65536
8004, 91264, 0, 65536
8505, 91392, 0, 65536
9005, 89088, 0, 65536
9506, 91392, 0, 65536
10006, 90880, 0, 65536
10507, 87424, 0, 65536
11007, 87808, 0, 65536
11508, 88960, 0, 65536
12303, 90880, 0, 65536
12803, 91392, 0, 65536
13303, 90880, 0, 65536
13803, 91136, 0, 65536
14304, 89728, 0, 65536
14804, 88064, 0, 65536
15304, 90112, 0, 65536
15805, 90496, 0, 65536
16305, 89472, 0, 65536
16805, 90368, 0, 65536
17306, 89728, 0, 65536
17806, 87168, 0, 65536
18306, 90240, 0, 65536
18807, 90368, 0, 65536
19307, 89728, 0, 65536
19807, 90368, 0, 65536
20310, 87203, 0, 65536
20811, 90496, 0, 65536
21311, 90112, 0, 65536
21811, 89216, 0, 65536
22312, 87808, 0, 65536
22812, 90240, 0, 65536
23312, 88832, 0, 65536
24003, 90240, 0, 65536
24503, 90240, 0, 65536
25003, 90112, 0, 65536
25504, 90112, 0, 65536
26004, 90240, 0, 65536
26504, 88960, 0, 65536
27005, 90368, 0, 65536
27505, 87424, 0, 65536
28006, 90368, 0, 65536
28506, 90112, 0, 65536
29006, 90240, 0, 65536
29506, 86528, 0, 65536
30007, 90240, 0, 65536
30508, 90112, 0, 65536
31008, 90112, 0, 65536
31508, 90112, 0, 65536
32008, 89216, 0, 65536
32509, 89088, 0, 65536
33010, 89856, 0, 65536
33510, 90112, 0, 65536
34010, 90240, 0, 65536
34511, 90240, 0, 65536
35011, 87424, 0, 65536
35719, 90112, 0, 65536
36219, 90112, 0, 65536
36720, 90368, 0, 65536
37220, 90112, 0, 65536
37720, 90368, 0, 65536
38221, 87936, 0, 65536
38721, 83968, 0, 65536
39222, 89984, 0, 65536
39722, 90240, 0, 65536
40222, 90112, 0, 65536
40723, 90112, 0, 65536
41223, 86784, 0, 65536
41723, 90112, 0, 65536
42224, 89984, 0, 65536
42724, 87040, 0, 65536
43225, 90112, 0, 65536
43726, 90240, 0, 65536
44226, 86528, 0, 65536
44726, 90368, 0, 65536
45227, 89984, 0, 65536
45727, 90112, 0, 65536
46227, 89600, 0, 65536
46728, 86784, 0, 65536
47494, 90112, 0, 65536
47995, 90240, 0, 65536
48495, 90112, 0, 65536
48996, 90240, 0, 65536
49496, 88448, 0, 65536
49996, 85888, 0, 65536
50496, 90112, 0, 65536
50997, 90240, 0, 65536
51497, 89472, 0, 65536
51997, 89472, 0, 65536
52498, 90112, 0, 65536
52998, 87552, 0, 65536
53499, 89856, 0, 65536
53999, 90112, 0, 65536
54500, 90112, 0, 65536
55000, 90240, 0, 65536
55501, 90112, 0, 65536
56001, 88704, 0, 65536
56501, 90240, 0, 65536
57002, 89856, 0, 65536
57502, 89984, 0, 65536
58002, 90240, 0, 65536
58502, 88320, 0, 65536
59219, 89984, 0, 65536
59719, 90112, 0, 65536
60219, 89984, 0, 65536
60720, 90368, 0, 65536
61221, 90112, 0, 65536
61721, 87552, 0, 65536
62222, 86784, 0, 65536
62722, 86656, 0, 65536
63223, 89856, 0, 65536
63723, 89344, 0, 65536
64223, 87296, 0, 65536
64724, 84608, 0, 65536
65224, 86912, 0, 65536
65725, 90240, 0, 65536
66225, 90112, 0, 65536
66725, 90368, 0, 65536
67226, 90368, 0, 65536
67727, 88960, 0, 65536
68227, 90112, 0, 65536
68727, 90240, 0, 65536
69227, 89984, 0, 65536
69727, 90240, 0, 65536
70228, 86400, 0, 65536
71019, 90240, 0, 65536
71520, 90240, 0, 65536
72020, 89600, 0, 65536
72520, 89984, 0, 65536
73021, 90240, 0, 65536
73521, 87296, 0, 65536
74021, 90240, 0, 65536
74521, 90112, 0, 65536
75022, 90240, 0, 65536
75522, 90240, 0, 65536
76022, 89984, 0, 65536
76523, 87680, 0, 65536
77023, 90240, 0, 65536
77523, 90112, 0, 65536
78023, 90240, 0, 65536
78524, 90112, 0, 65536
79024, 89344, 0, 65536
79524, 88064, 0, 65536
80024, 90112, 0, 65536
80525, 90112, 0, 65536
81025, 90240, 0, 65536
81526, 90112, 0, 65536
82026, 86400, 0, 65536
82735, 90112, 0, 65536
83235, 89984, 0, 65536
83735, 90240, 0, 65536
84236, 89728, 0, 65536
84736, 90368, 0, 65536
85237, 86912, 0, 65536
85737, 90240, 0, 65536
86237, 90112, 0, 65536
86738, 90368, 0, 65536
87238, 89984, 0, 65536
87738, 89856, 0, 65536
88239, 88448, 0, 65536
88739, 90240, 0, 65536
89239, 89984, 0, 65536
89740, 90112, 0, 65536
90240, 90112, 0, 65536
90740, 89344, 0, 65536
91240, 88192, 0, 65536
91741, 87808, 0, 65536
92241, 87424, 0, 65536
92742, 89984, 0, 65536
93243, 90112, 0, 65536
93743, 87296, 0, 65536
94477, 89984, 0, 65536
94977, 89984, 0, 65536
95477, 90112, 0, 65536
95978, 89856, 0, 65536
96478, 90112, 0, 65536
96978, 87296, 0, 65536
97479, 89984, 0, 65536
97979, 90240, 0, 65536
98479, 90240, 0, 65536
98980, 89984, 0, 65536
99480, 90112, 0, 65536
99980, 86912, 0, 65536
100480, 90112, 0, 65536
100981, 90240, 0, 65536
101481, 89856, 0, 65536
101982, 90112, 0, 65536
102482, 89600, 0, 65536
102982, 89216, 0, 65536
103483, 90112, 0, 65536
103983, 90240, 0, 65536
104484, 90112, 0, 65536
104984, 90112, 0, 65536
105484, 87168, 0, 65536
106185, 89984, 0, 65536
106685, 89728, 0, 65536
107185, 90112, 0, 65536
107686, 90240, 0, 65536
108186, 90112, 0, 65536
108686, 87168, 0, 65536
109186, 89472, 0, 65536
109687, 89984, 0, 65536
110187, 89984, 0, 65536
110687, 90240, 0, 65536
111188, 90112, 0, 65536
111689, 84608, 0, 65536
112189, 89728, 0, 65536
112689, 90240, 0, 65536
113190, 89984, 0, 65536
113690, 90240, 0, 65536
114191, 90240, 0, 65536
114691, 87424, 0, 65536
115191, 89728, 0, 65536
115692, 90240, 0, 65536
116192, 90112, 0, 65536
116693, 89344, 0, 65536
117193, 86272, 0, 65536
117934, 90112, 0, 65536
118434, 88704, 0, 65536
118935, 90112, 0, 65536
119435, 89984, 0, 65536
119935, 90112, 0, 65536
120436, 87040, 0, 65536
120936, 90368, 0, 65536
121437, 89344, 0, 65536
121937, 88192, 0, 65536
122437, 85760, 0, 65536
122937, 87680, 0, 65536
123438, 88576, 0, 65536
123938, 90112, 0, 65536
124438, 89984, 0, 65536
124938, 90112, 0, 65536
125439, 89984, 0, 65536
125939, 90240, 0, 65536
126439, 87424, 0, 65536
126940, 90368, 0, 65536
127440, 90240, 0, 65536
127941, 90112, 0, 65536
128441, 89728, 0, 65536
128942, 87424, 0, 65536
129701, 87936, 0, 65536
130201, 89984, 0, 65536
130702, 89856, 0, 65536
131202, 89728, 0, 65536
131702, 87936, 0, 65536
132202, 86272, 0, 65536
132702, 90240, 0, 65536
133203, 90112, 0, 65536
133703, 90112, 0, 65536
134203, 89984, 0, 65536
134704, 90240, 0, 65536
135204, 83200, 0, 65536
135704, 88448, 0, 65536
136205, 89600, 0, 65536
136705, 89216, 0, 65536
137205, 90112, 0, 65536
137706, 90240, 0, 65536
138206, 87808, 0, 65536
138707, 90240, 0, 65536
139207, 89984, 0, 65536
139707, 89600, 0, 65536
140208, 90112, 0, 65536
140709, 87424, 0, 65536
141484, 89984, 0, 65536
141984, 87296, 0, 65536
142485, 89472, 0, 65536
142985, 90240, 0, 65536
143485, 90240, 0, 65536
143986, 87168, 0, 65536
144486, 90112, 0, 65536
144986, 90112, 0, 65536
145486, 89984, 0, 65536
145986, 90112, 0, 65536
146486, 89984, 0, 65536
146987, 88064, 0, 65536
147487, 86528, 0, 65536
147988, 90240, 0, 65536
148489, 89984, 0, 65536
148989, 90240, 0, 65536
149489, 90112, 0, 65536
