# hostname;interval;timestamp;DEV;tps;rd_sec/s;wr_sec/s;avgrq-sz;avgqu-sz;await;svctm;%util
ip-10-8-14-181;2;2012-03-08 22:13:37 UTC;xvdd;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:13:37 UTC;xvde;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:13:38 UTC;xvdap1;1.60;0.00;34.04;21.33;0.05;29.33;29.33;4.68
ip-10-8-14-181;2;2012-03-08 22:13:38 UTC;xvdb;1495.74;95727.66;0.00;64.00;1.93;1.29;0.36;53.19
ip-10-8-14-181;2;2012-03-08 22:13:38 UTC;xvdc;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:13:38 UTC;xvdd;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:13:38 UTC;xvde;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:13:39 UTC;xvdap1;4.23;0.00;50.79;12.00;0.04;10.00;10.00;4.23
ip-10-8-14-181;2;2012-03-08 22:13:39 UTC;xvdb;1681.48;107614.81;0.00;64.00;1.89;1.13;0.31;52.91
ip-10-8-14-181;2;2012-03-08 22:13:39 UTC;xvdc;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:13:39 UTC;xvdd;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:13:39 UTC;xvde;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:13:40 UTC;xvdap1;1.60;0.00;34.04;21.33;0.05;32.67;32.67;5.21
ip-10-8-14-181;2;2012-03-08 22:13:40 UTC;xvdb;1578.72;101038.30;0.00;64.00;1.92;1.21;0.34;53.19
ip-10-8-14-181;2;2012-03-08 22:13:40 UTC;xvdc;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:13:40 UTC;xvdd;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:13:40 UTC;xvde;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:13:41 UTC;xvdap1;1.60;0.00;34.22;21.33;0.05;29.33;29.33;4.71
ip-10-8-14-181;2;2012-03-08 22:13:41 UTC;xvdb;1483.42;94939.04;0.00;64.00;1.94;1.31;0.36;53.53
ip-10-8-14-181;2;2012-03-08 22:13:41 UTC;xvdc;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:13:41 UTC;xvdd;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:13:41 UTC;xvde;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:13:42 UTC;xvdap1;1.59;0.00;33.86;21.33;0.05;29.00;29.00;4.60
ip-10-8-14-181;2;2012-03-08 22:13:42 UTC;xvdb;1524.34;97544.97;0.00;63.99;1.91;1.25;0.35;52.91
ip-10-8-14-181;2;2012-03-08 22:13:42 UTC;xvdc;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:13:42 UTC;xvdd;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:13:42 UTC;xvde;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:13:43 UTC;xvdap1;1.60;0.00;34.22;21.33;0.04;26.33;26.33;4.22
ip-10-8-14-181;2;2012-03-08 22:13:43 UTC;xvdb;1683.42;107739.04;0.00;64.00;1.90;1.13;0.32;53.48
ip-10-8-14-181;2;2012-03-08 22:13:43 UTC;xvdc;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:13:43 UTC;xvdd;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:13:43 UTC;xvde;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:13:44 UTC;xvdap1;1.60;0.00;29.95;18.67;0.04;26.33;26.33;4.22
ip-10-8-14-181;2;2012-03-08 22:13:44 UTC;xvdb;1752.41;112166.84;0.00;64.01;1.91;1.09;0.31;53.48
ip-10-8-14-181;2;2012-03-08 22:13:44 UTC;xvdc;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:13:44 UTC;xvdd;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:13:44 UTC;xvde;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:13:45 UTC;xvdap1;1.61;0.00;34.41;21.33;0.04;26.33;26.33;4.25
ip-10-8-14-181;2;2012-03-08 22:13:45 UTC;xvdb;1781.72;114030.11;0.00;64.00;1.92;1.08;0.30;53.76
ip-10-8-14-181;2;2012-03-08 22:13:45 UTC;xvdc;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:13:45 UTC;xvdd;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:13:45 UTC;xvde;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:13:46 UTC;xvdap1;1.60;0.00;34.22;21.33;0.04;26.33;26.33;4.22
ip-10-8-14-181;2;2012-03-08 22:13:46 UTC;xvdb;1659.89;106233.16;0.00;64.00;1.92;1.16;0.32;53.48
ip-10-8-14-181;2;2012-03-08 22:13:46 UTC;xvdc;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:13:46 UTC;xvdd;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:13:46 UTC;xvde;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:13:47 UTC;xvdap1;1.60;0.00;34.22;21.33;0.04;26.33;26.33;4.22
ip-10-8-14-181;2;2012-03-08 22:13:47 UTC;xvdb;1622.46;103837.43;0.00;64.00;1.94;1.19;0.33;53.48
ip-10-8-14-181;2;2012-03-08 22:13:47 UTC;xvdc;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:13:47 UTC;xvdd;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:13:47 UTC;xvde;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:13:48 UTC;xvdap1;1.59;0.00;33.86;21.33;0.05;29.33;29.33;4.66
ip-10-8-14-181;2;2012-03-08 22:13:48 UTC;xvdb;1480.95;94768.25;0.00;63.99;1.92;1.30;0.36;52.91
ip-10-8-14-181;2;2012-03-08 22:13:48 UTC;xvdc;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:13:48 UTC;xvdd;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:13:48 UTC;xvde;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:13:49 UTC;xvdap1;1.60;0.00;34.04;21.33;0.05;29.33;29.33;4.68
ip-10-8-14-181;2;2012-03-08 22:13:49 UTC;xvdb;1584.04;101378.72;0.00;64.00;1.92;1.21;0.34;53.19
ip-10-8-14-181;2;2012-03-08 22:13:49 UTC;xvdc;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:13:49 UTC;xvdd;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:13:49 UTC;xvde;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:13:50 UTC;xvdap1;1.61;0.00;30.11;18.67;0.07;41.67;41.67;6.72
ip-10-8-14-181;2;2012-03-08 22:13:50 UTC;xvdb;1645.70;105337.63;0.00;64.01;1.93;1.17;0.33;53.76
ip-10-8-14-181;2;2012-03-08 22:13:50 UTC;xvdc;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:13:50 UTC;xvdd;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:13:50 UTC;xvde;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:13:51 UTC;xvdap1;1.59;0.00;33.86;21.33;0.04;26.33;26.33;4.18
ip-10-8-14-181;2;2012-03-08 22:13:51 UTC;xvdb;1575.13;100795.77;0.00;63.99;1.89;1.20;0.34;52.91
ip-10-8-14-181;2;2012-03-08 22:13:51 UTC;xvdc;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:13:51 UTC;xvdd;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:13:51 UTC;xvde;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:13:52 UTC;xvdap1;1.60;0.00;34.04;21.33;0.05;29.00;29.00;4.63
ip-10-8-14-181;2;2012-03-08 22:13:52 UTC;xvdb;1489.36;95319.15;0.00;64.00;1.94;1.30;0.36;53.19
ip-10-8-14-181;2;2012-03-08 22:13:52 UTC;xvdc;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:13:52 UTC;xvdd;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:13:52 UTC;xvde;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:13:53 UTC;xvdap1;1.60;0.00;34.04;21.33;0.05;29.33;29.33;4.68
ip-10-8-14-181;2;2012-03-08 22:13:53 UTC;xvdb;1608.51;102944.68;0.00;64.00;1.92;1.19;0.33;53.24
ip-10-8-14-181;2;2012-03-08 22:13:53 UTC;xvdc;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:13:53 UTC;xvdd;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:13:53 UTC;xvde;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:13:54 UTC;xvdap1;1.62;0.00;34.59;21.33;0.04;24.67;24.67;4.00
ip-10-8-14-181;2;2012-03-08 22:13:54 UTC;xvdb;1736.22;111117.84;0.00;64.00;1.94;1.12;0.31;54.05
ip-10-8-14-181;2;2012-03-08 22:13:54 UTC;xvdc;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:13:54 UTC;xvdd;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:13:54 UTC;xvde;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:13:55 UTC;xvdap1;1.60;0.00;29.95;18.67;0.04;24.67;24.67;3.96
ip-10-8-14-181;2;2012-03-08 22:13:55 UTC;xvdb;1771.12;113351.87;0.00;64.00;1.91;1.08;0.30;53.48
ip-10-8-14-181;2;2012-03-08 22:13:55 UTC;xvdc;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:13:55 UTC;xvdd;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:13:55 UTC;xvde;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:13:56 UTC;xvdap1;1.60;0.00;34.04;21.33;0.04;24.67;24.67;3.94
ip-10-8-14-181;2;2012-03-08 22:13:56 UTC;xvdb;1754.26;112272.34;0.00;64.00;1.90;1.08;0.30;53.19
ip-10-8-14-181;2;2012-03-08 22:13:56 UTC;xvdc;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:13:56 UTC;xvdd;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:13:56 UTC;xvde;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:13:57 UTC;xvdap1;1.60;0.00;34.22;21.33;0.04;24.67;24.67;3.96
ip-10-8-14-181;2;2012-03-08 22:13:57 UTC;xvdb;1650.80;105664.17;0.00;64.01;1.93;1.17;0.32;53.48
ip-10-8-14-181;2;2012-03-08 22:13:57 UTC;xvdc;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:13:57 UTC;xvdd;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:13:57 UTC;xvde;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:13:58 UTC;xvdap1;1.60;0.00;34.22;21.33;0.04;27.67;27.67;4.44
ip-10-8-14-181;2;2012-03-08 22:13:58 UTC;xvdb;1567.38;100299.47;0.00;63.99;1.93;1.23;0.34;53.48
ip-10-8-14-181;2;2012-03-08 22:13:58 UTC;xvdc;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:13:58 UTC;xvdd;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:13:58 UTC;xvde;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:13:59 UTC;xvdap1;1.60;0.00;34.04;21.33;0.05;29.00;29.00;4.63
ip-10-8-14-181;2;2012-03-08 22:13:59 UTC;xvdb;1489.36;95319.15;0.00;64.00;1.93;1.29;0.36;53.19
ip-10-8-14-181;2;2012-03-08 22:13:59 UTC;xvdc;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:13:59 UTC;xvdd;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:13:59 UTC;xvde;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:14:00 UTC;xvdap1;1.60;0.00;29.79;18.67;0.05;29.00;29.00;4.63
ip-10-8-14-181;2;2012-03-08 22:14:00 UTC;xvdb;1601.60;102514.89;0.00;64.01;1.91;1.20;0.33;53.19
ip-10-8-14-181;2;2012-03-08 22:14:00 UTC;xvdc;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:14:00 UTC;xvdd;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:14:00 UTC;xvde;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:14:01 UTC;xvdap1;1.60;0.00;34.04;21.33;0.04;27.67;27.67;4.41
ip-10-8-14-181;2;2012-03-08 22:14:01 UTC;xvdb;1652.13;105736.17;0.00;64.00;1.89;1.14;0.32;53.19
ip-10-8-14-181;2;2012-03-08 22:14:01 UTC;xvdc;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:14:01 UTC;xvdd;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:14:01 UTC;xvde;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:14:02 UTC;xvdap1;1.60;0.00;34.04;21.33;0.04;27.33;27.33;4.36
ip-10-8-14-181;2;2012-03-08 22:14:02 UTC;xvdb;1528.19;97791.49;0.00;63.99;1.91;1.25;0.35;53.19
ip-10-8-14-181;2;2012-03-08 22:14:02 UTC;xvdc;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:14:02 UTC;xvdd;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:14:02 UTC;xvde;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:14:03 UTC;xvdap1;1.60;0.00;34.22;21.33;0.04;27.67;27.67;4.44
ip-10-8-14-181;2;2012-03-08 22:14:03 UTC;xvdb;1482.89;94917.65;0.00;64.01;1.94;1.30;0.36;53.53
ip-10-8-14-181;2;2012-03-08 22:14:03 UTC;xvdc;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:14:03 UTC;xvdd;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:14:03 UTC;xvde;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:14:04 UTC;xvdap1;1.60;0.00;34.04;21.33;0.04;27.33;27.33;4.36
ip-10-8-14-181;2;2012-03-08 22:14:04 UTC;xvdb;1639.36;104919.15;0.00;64.00;1.88;1.15;0.32;53.14
ip-10-8-14-181;2;2012-03-08 22:14:04 UTC;xvdc;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:14:04 UTC;xvdd;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:14:04 UTC;xvde;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:14:05 UTC;xvdap1;1.60;0.00;29.95;18.67;0.04;27.67;27.67;4.44
ip-10-8-14-181;2;2012-03-08 22:14:05 UTC;xvdb;1706.95;109244.92;0.00;64.00;1.92;1.12;0.31;53.53
ip-10-8-14-181;2;2012-03-08 22:14:05 UTC;xvdc;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:14:05 UTC;xvdd;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:14:05 UTC;xvde;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:14:06 UTC;xvdap1;1.61;0.00;34.41;21.33;0.04;24.67;24.67;3.98
ip-10-8-14-181;2;2012-03-08 22:14:06 UTC;xvdb;1782.26;114051.61;0.00;63.99;1.91;1.07;0.30;53.76
ip-10-8-14-181;2;2012-03-08 22:14:06 UTC;xvdc;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:14:06 UTC;xvdd;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:14:06 UTC;xvde;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:14:07 UTC;xvdap1;1.60;0.00;34.22;21.33;0.04;22.00;22.00;3.53
ip-10-8-14-181;2;2012-03-08 22:14:07 UTC;xvdb;1744.39;111640.64;0.00;64.00;1.90;1.09;0.31;53.48
ip-10-8-14-181;2;2012-03-08 22:14:07 UTC;xvdc;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:14:07 UTC;xvdd;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:14:07 UTC;xvde;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:14:08 UTC;xvdap1;1.60;0.00;34.22;21.33;0.04;27.33;27.33;4.39
ip-10-8-14-181;2;2012-03-08 22:14:08 UTC;xvdb;1636.90;104774.33;0.00;64.01;1.93;1.18;0.33;53.48
ip-10-8-14-181;2;2012-03-08 22:14:08 UTC;xvdc;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:14:08 UTC;xvdd;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:14:08 UTC;xvde;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:14:09 UTC;xvdap1;1.59;0.00;33.86;21.33;0.04;27.33;27.33;4.34
ip-10-8-14-181;2;2012-03-08 22:14:09 UTC;xvdb;1520.11;97274.07;0.00;63.99;1.90;1.25;0.35;52.91
ip-10-8-14-181;2;2012-03-08 22:14:09 UTC;xvdc;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:14:09 UTC;xvdd;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:14:09 UTC;xvde;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:14:10 UTC;xvdap1;1.59;0.00;29.63;18.67;0.04;27.33;27.33;4.34
ip-10-8-14-181;2;2012-03-08 22:14:10 UTC;xvdb;1466.67;93866.67;0.00;64.00;1.89;1.29;0.36;52.91
ip-10-8-14-181;2;2012-03-08 22:14:10 UTC;xvdc;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:14:10 UTC;xvdd;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:14:10 UTC;xvde;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:14:11 UTC;xvdap1;1.60;0.00;34.22;21.33;0.04;27.33;27.33;4.39
ip-10-8-14-181;2;2012-03-08 22:14:11 UTC;xvdb;1649.20;105548.66;0.00;64.00;1.93;1.17;0.32;53.48
ip-10-8-14-181;2;2012-03-08 22:14:11 UTC;xvdc;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:14:11 UTC;xvdd;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:14:11 UTC;xvde;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:14:12 UTC;xvdap1;1.60;0.00;34.22;21.33;0.04;27.33;27.33;4.39
ip-10-8-14-181;2;2012-03-08 22:14:12 UTC;xvdb;1649.73;105595.72;0.00;64.01;1.92;1.16;0.32;53.48
ip-10-8-14-181;2;2012-03-08 22:14:12 UTC;xvdc;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:14:12 UTC;xvdd;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:14:12 UTC;xvde;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:14:13 UTC;xvdap1;1.60;0.00;34.04;21.33;0.04;24.67;24.67;3.94
ip-10-8-14-181;2;2012-03-08 22:14:13 UTC;xvdb;1512.23;96770.21;0.00;63.99;1.93;1.28;0.35;53.19
ip-10-8-14-181;2;2012-03-08 22:14:13 UTC;xvdc;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:14:13 UTC;xvdd;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:14:13 UTC;xvde;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:14:14 UTC;xvdap1;3.19;0.00;46.81;14.67;0.04;13.83;12.83;4.10
ip-10-8-14-181;2;2012-03-08 22:14:14 UTC;xvdb;1499.47;95953.19;0.00;63.99;1.93;1.28;0.35;53.19
ip-10-8-14-181;2;2012-03-08 22:14:14 UTC;xvdc;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:14:14 UTC;xvdd;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:14:14 UTC;xvde;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:14:15 UTC;xvdap1;1.60;0.00;34.04;21.33;0.05;29.00;29.00;4.63
ip-10-8-14-181;2;2012-03-08 22:14:15 UTC;xvdb;1691.49;108280.85;0.00;64.02;1.90;1.12;0.31;53.19
ip-10-8-14-181;2;2012-03-08 22:14:15 UTC;xvdc;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:14:15 UTC;xvdd;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:14:15 UTC;xvde;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:14:16 UTC;xvdap1;1.62;0.00;30.27;18.67;0.04;26.33;26.33;4.27
ip-10-8-14-181;2;2012-03-08 22:14:16 UTC;xvdb;1743.24;111554.59;0.00;63.99;1.94;1.11;0.31;54.05
ip-10-8-14-181;2;2012-03-08 22:14:16 UTC;xvdc;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:14:16 UTC;xvdd;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:14:16 UTC;xvde;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:14:17 UTC;xvdap1;1.60;0.00;34.22;21.33;0.04;23.33;23.33;3.74
ip-10-8-14-181;2;2012-03-08 22:14:17 UTC;xvdb;1791.44;114652.41;0.00;64.00;1.89;1.05;0.30;53.53
ip-10-8-14-181;2;2012-03-08 22:14:17 UTC;xvdc;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:14:17 UTC;xvdd;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:14:17 UTC;xvde;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:14:18 UTC;xvdap1;1.60;0.00;34.22;21.33;0.04;23.00;23.00;3.69
ip-10-8-14-181;2;2012-03-08 22:14:18 UTC;xvdb;1711.23;109518.72;0.00;64.00;1.91;1.12;0.31;53.42
ip-10-8-14-181;2;2012-03-08 22:14:18 UTC;xvdc;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:14:18 UTC;xvdd;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
