# hostname;interval;timestamp;CPU;%user;%nice;%system;%iowait;%steal;%idle
ip-10-8-14-181;2;2012-03-08 22:18:00 UTC;1;0.00;0.00;0.00;100.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:18:00 UTC;2;0.00;0.00;0.00;0.00;0.00;100.00
ip-10-8-14-181;2;2012-03-08 22:18:00 UTC;3;0.00;0.00;0.00;0.00;0.00;100.00
ip-10-8-14-181;2;2012-03-08 22:18:01 UTC;-1;0.00;0.00;0.00;23.70;0.00;76.30
ip-10-8-14-181;2;2012-03-08 22:18:01 UTC;0;0.00;0.00;0.00;0.00;0.00;100.00
ip-10-8-14-181;2;2012-03-08 22:18:01 UTC;1;0.00;0.00;0.00;100.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:18:01 UTC;2;0.00;0.00;0.00;0.00;0.00;100.00
ip-10-8-14-181;2;2012-03-08 22:18:01 UTC;3;0.00;0.00;0.00;0.00;0.00;100.00
ip-10-8-14-181;2;2012-03-08 22:18:02 UTC;-1;0.00;0.00;0.13;23.79;0.13;75.95
ip-10-8-14-181;2;2012-03-08 22:18:02 UTC;0;0.00;0.00;0.00;0.00;0.00;100.00
ip-10-8-14-181;2;2012-03-08 22:18:02 UTC;1;0.00;0.00;0.53;98.94;0.53;0.00
ip-10-8-14-181;2;2012-03-08 22:18:02 UTC;2;0.00;0.00;0.00;0.00;0.00;100.00
ip-10-8-14-181;2;2012-03-08 22:18:02 UTC;3;0.00;0.00;0.00;0.00;0.00;100.00
ip-10-8-14-181;2;2012-03-08 22:18:03 UTC;-1;0.00;0.00;0.00;24.33;0.00;75.67
ip-10-8-14-181;2;2012-03-08 22:18:03 UTC;0;0.00;0.00;0.00;2.91;0.00;97.09
ip-10-8-14-181;2;2012-03-08 22:18:03 UTC;1;0.00;0.00;0.00;100.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:18:03 UTC;2;0.00;0.00;0.00;0.00;0.00;100.00
ip-10-8-14-181;2;2012-03-08 22:18:03 UTC;3;0.00;0.00;0.00;0.00;0.00;100.00
ip-10-8-14-181;2;2012-03-08 22:18:04 UTC;-1;0.00;0.00;0.13;24.87;0.00;75.00
ip-10-8-14-181;2;2012-03-08 22:18:04 UTC;0;0.00;0.00;0.00;4.12;0.00;95.88
ip-10-8-14-181;2;2012-03-08 22:18:04 UTC;1;0.00;0.00;0.53;98.94;0.53;0.00
ip-10-8-14-181;2;2012-03-08 22:18:04 UTC;2;0.00;0.00;0.00;0.00;0.00;100.00
ip-10-8-14-181;2;2012-03-08 22:18:04 UTC;3;0.00;0.00;0.00;0.00;0.00;100.00
ip-10-8-14-181;2;2012-03-08 22:18:05 UTC;-1;0.00;0.00;0.00;24.68;0.13;75.19
ip-10-8-14-181;2;2012-03-08 22:18:05 UTC;0;0.00;0.00;0.00;3.90;0.00;96.10
ip-10-8-14-181;2;2012-03-08 22:18:05 UTC;1;0.00;0.00;0.53;99.47;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:18:05 UTC;2;0.00;0.00;0.00;0.00;0.00;100.00
ip-10-8-14-181;2;2012-03-08 22:18:05 UTC;3;0.00;0.00;0.00;0.00;0.00;100.00
ip-10-8-14-181;2;2012-03-08 22:18:06 UTC;-1;0.00;0.00;0.13;24.84;0.00;75.03
ip-10-8-14-181;2;2012-03-08 22:18:06 UTC;0;0.00;0.00;0.00;3.61;0.00;96.39
ip-10-8-14-181;2;2012-03-08 22:18:06 UTC;1;0.00;0.00;0.00;99.47;0.53;0.00
ip-10-8-14-181;2;2012-03-08 22:18:06 UTC;2;0.00;0.00;0.00;0.50;0.00;99.50
ip-10-8-14-181;2;2012-03-08 22:18:06 UTC;3;0.00;0.00;0.00;0.00;0.00;100.00
ip-10-8-14-181;2;2012-03-08 22:18:07 UTC;-1;0.00;0.00;0.00;27.76;0.12;72.12
ip-10-8-14-181;2;2012-03-08 22:18:07 UTC;0;0.00;0.00;0.00;17.96;0.00;82.04
ip-10-8-14-181;2;2012-03-08 22:18:07 UTC;1;0.00;0.00;0.53;99.47;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:18:07 UTC;2;0.00;0.00;0.00;0.00;0.00;100.00
ip-10-8-14-181;2;2012-03-08 22:18:07 UTC;3;0.00;0.00;0.00;0.00;0.00;100.00
ip-10-8-14-181;2;2012-03-08 22:18:08 UTC;-1;0.00;0.00;0.13;24.97;0.00;74.90
ip-10-8-14-181;2;2012-03-08 22:18:08 UTC;0;0.00;0.00;0.00;2.58;0.00;97.42
ip-10-8-14-181;2;2012-03-08 22:18:08 UTC;1;0.00;0.00;0.00;100.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:18:08 UTC;2;0.00;0.00;0.00;0.50;0.00;99.50
ip-10-8-14-181;2;2012-03-08 22:18:08 UTC;3;0.00;0.00;0.00;0.00;0.00;100.00
ip-10-8-14-181;2;2012-03-08 22:18:09 UTC;-1;0.00;0.00;0.00;24.46;0.13;75.41
ip-10-8-14-181;2;2012-03-08 22:18:09 UTC;0;0.00;0.00;0.00;2.44;0.00;97.56
ip-10-8-14-181;2;2012-03-08 22:18:09 UTC;1;0.00;0.00;0.53;98.94;0.53;0.00
ip-10-8-14-181;2;2012-03-08 22:18:09 UTC;2;0.00;0.00;0.00;0.00;0.00;100.00
ip-10-8-14-181;2;2012-03-08 22:18:09 UTC;3;0.00;0.00;0.00;0.00;0.00;100.00
ip-10-8-14-181;2;2012-03-08 22:18:10 UTC;-1;0.00;0.00;0.00;25.00;0.00;75.00
ip-10-8-14-181;2;2012-03-08 22:18:10 UTC;0;0.00;0.00;0.00;5.13;0.00;94.87
ip-10-8-14-181;2;2012-03-08 22:18:10 UTC;1;0.00;0.00;0.00;100.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:18:10 UTC;2;0.00;0.00;0.00;0.00;0.00;100.00
ip-10-8-14-181;2;2012-03-08 22:18:10 UTC;3;0.00;0.00;0.00;0.00;0.00;100.00
ip-10-8-14-181;2;2012-03-08 22:18:11 UTC;-1;0.00;0.00;0.13;24.56;0.00;75.32
ip-10-8-14-181;2;2012-03-08 22:18:11 UTC;0;0.00;0.00;0.00;3.40;0.00;96.60
ip-10-8-14-181;2;2012-03-08 22:18:11 UTC;1;0.00;0.00;0.53;98.94;0.53;0.00
ip-10-8-14-181;2;2012-03-08 22:18:11 UTC;2;0.00;0.00;0.00;0.00;0.00;100.00
ip-10-8-14-181;2;2012-03-08 22:18:11 UTC;3;0.00;0.00;0.00;0.51;0.00;99.49
ip-10-8-14-181;2;2012-03-08 22:18:12 UTC;-1;0.00;0.00;0.13;27.88;0.13;71.85
ip-10-8-14-181;2;2012-03-08 22:18:12 UTC;0;0.00;0.00;0.00;79.11;0.44;20.44
ip-10-8-14-181;2;2012-03-08 22:18:12 UTC;1;0.00;0.00;0.00;15.38;0.00;84.62
ip-10-8-14-181;2;2012-03-08 22:18:12 UTC;2;0.00;0.00;0.81;0.00;0.00;99.19
ip-10-8-14-181;2;2012-03-08 22:18:12 UTC;3;0.00;0.00;0.00;0.00;0.00;100.00
ip-10-8-14-181;2;2012-03-08 22:18:13 UTC;-1;0.00;0.00;0.00;31.22;0.00;68.78
ip-10-8-14-181;2;2012-03-08 22:18:13 UTC;0;0.00;0.00;0.00;97.84;0.00;2.16
ip-10-8-14-181;2;2012-03-08 22:18:13 UTC;1;0.00;0.00;0.50;0.00;0.00;99.50
ip-10-8-14-181;2;2012-03-08 22:18:13 UTC;2;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:18:13 UTC;3;0.00;0.00;0.00;0.00;0.00;100.00
ip-10-8-14-181;2;2012-03-08 22:18:14 UTC;-1;0.00;0.00;0.10;17.40;0.10;82.40
ip-10-8-14-181;2;2012-03-08 22:18:14 UTC;0;0.00;0.00;0.53;96.28;0.53;2.66
ip-10-8-14-181;2;2012-03-08 22:18:14 UTC;1;0.00;0.00;0.00;0.00;0.00;100.00
ip-10-8-14-181;2;2012-03-08 22:18:14 UTC;2;0.00;0.00;0.00;0.00;0.00;100.00
ip-10-8-14-181;2;2012-03-08 22:18:14 UTC;3;0.00;0.00;0.00;0.00;0.00;100.00
ip-10-8-14-181;2;2012-03-08 22:18:15 UTC;-1;0.00;0.00;0.00;31.34;0.00;68.66
ip-10-8-14-181;2;2012-03-08 22:18:15 UTC;0;0.00;0.00;0.00;97.86;0.00;2.14
ip-10-8-14-181;2;2012-03-08 22:18:15 UTC;1;0.00;0.00;0.00;0.00;0.00;100.00
ip-10-8-14-181;2;2012-03-08 22:18:15 UTC;2;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:18:15 UTC;3;0.00;0.00;0.00;0.00;0.00;100.00
ip-10-8-14-181;2;2012-03-08 22:18:16 UTC;-1;0.00;0.00;0.10;18.02;0.10;81.78
ip-10-8-14-181;2;2012-03-08 22:18:16 UTC;0;0.00;0.00;0.00;95.70;0.54;3.76
ip-10-8-14-181;2;2012-03-08 22:18:16 UTC;1;0.00;0.00;0.50;0.00;0.00;99.50
ip-10-8-14-181;2;2012-03-08 22:18:16 UTC;2;0.00;0.00;0.00;0.00;0.00;100.00
ip-10-8-14-181;2;2012-03-08 22:18:16 UTC;3;0.00;0.00;0.00;0.00;0.00;100.00
ip-10-8-14-181;2;2012-03-08 22:18:17 UTC;-1;0.00;0.00;0.00;29.72;0.00;70.28
ip-10-8-14-181;2;2012-03-08 22:18:17 UTC;0;0.00;0.00;0.00;98.91;0.00;1.09
ip-10-8-14-181;2;2012-03-08 22:18:17 UTC;1;0.00;0.00;0.00;0.00;0.00;100.00
ip-10-8-14-181;2;2012-03-08 22:18:17 UTC;2;0.00;0.00;0.00;0.00;0.00;100.00
ip-10-8-14-181;2;2012-03-08 22:18:17 UTC;3;0.00;0.00;0.00;0.00;0.00;100.00
ip-10-8-14-181;2;2012-03-08 22:18:18 UTC;-1;0.00;0.00;0.00;19.00;0.10;80.90
ip-10-8-14-181;2;2012-03-08 22:18:18 UTC;0;0.00;0.00;0.00;97.85;0.54;1.61
ip-10-8-14-181;2;2012-03-08 22:18:18 UTC;1;0.00;0.00;0.00;0.00;0.00;100.00
ip-10-8-14-181;2;2012-03-08 22:18:18 UTC;2;0.00;0.00;0.00;0.00;0.00;100.00
ip-10-8-14-181;2;2012-03-08 22:18:18 UTC;3;0.00;0.00;0.00;0.00;0.00;100.00
ip-10-8-14-181;2;2012-03-08 22:18:19 UTC;-1;0.00;0.00;0.17;30.77;0.00;69.06
ip-10-8-14-181;2;2012-03-08 22:18:19 UTC;0;0.00;0.00;0.00;96.26;0.00;3.74
ip-10-8-14-181;2;2012-03-08 22:18:19 UTC;1;0.00;0.00;0.50;0.00;0.00;99.50
ip-10-8-14-181;2;2012-03-08 22:18:19 UTC;2;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:18:19 UTC;3;0.00;0.00;0.00;0.00;0.00;100.00
ip-10-8-14-181;2;2012-03-08 22:18:20 UTC;-1;0.00;0.00;0.00;18.59;0.10;81.31
ip-10-8-14-181;2;2012-03-08 22:18:20 UTC;0;0.00;0.00;0.00;98.40;0.00;1.60
ip-10-8-14-181;2;2012-03-08 22:18:20 UTC;1;0.50;0.00;0.00;0.00;0.00;99.50
ip-10-8-14-181;2;2012-03-08 22:18:20 UTC;2;0.00;0.00;0.00;0.00;0.00;100.00
ip-10-8-14-181;2;2012-03-08 22:18:20 UTC;3;0.00;0.00;0.00;0.00;0.00;100.00
ip-10-8-14-181;2;2012-03-08 22:18:21 UTC;-1;0.00;0.00;0.17;31.16;0.00;68.66
ip-10-8-14-181;2;2012-03-08 22:18:21 UTC;0;0.00;0.00;0.00;96.81;0.53;2.66
ip-10-8-14-181;2;2012-03-08 22:18:21 UTC;1;0.00;0.00;0.50;0.00;0.00;99.50
ip-10-8-14-181;2;2012-03-08 22:18:21 UTC;2;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:18:21 UTC;3;0.00;0.00;0.00;0.00;0.00;100.00
ip-10-8-14-181;2;2012-03-08 22:18:22 UTC;-1;0.11;0.00;0.00;19.68;0.11;80.11
ip-10-8-14-181;2;2012-03-08 22:18:22 UTC;0;0.00;0.00;0.00;99.46;0.00;0.54
ip-10-8-14-181;2;2012-03-08 22:18:22 UTC;1;0.00;0.00;0.00;0.00;0.00;100.00
ip-10-8-14-181;2;2012-03-08 22:18:22 UTC;2;0.00;0.00;0.00;0.00;0.00;100.00
ip-10-8-14-181;2;2012-03-08 22:18:22 UTC;3;0.00;0.00;0.00;0.00;0.00;100.00
ip-10-8-14-181;2;2012-03-08 22:18:23 UTC;-1;0.00;0.00;0.17;32.76;0.00;67.06
ip-10-8-14-181;2;2012-03-08 22:18:23 UTC;0;0.00;0.00;0.00;98.41;0.53;1.06
ip-10-8-14-181;2;2012-03-08 22:18:23 UTC;1;0.00;0.00;0.00;2.51;0.00;97.49
ip-10-8-14-181;2;2012-03-08 22:18:23 UTC;2;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:18:23 UTC;3;0.00;0.00;0.00;0.00;0.00;100.00
ip-10-8-14-181;2;2012-03-08 22:18:24 UTC;-1;0.00;0.00;0.00;18.19;0.10;81.71
ip-10-8-14-181;2;2012-03-08 22:18:24 UTC;0;0.00;0.00;0.00;98.40;0.00;1.60
ip-10-8-14-181;2;2012-03-08 22:18:24 UTC;1;0.00;0.00;0.00;2.51;0.00;97.49
ip-10-8-14-181;2;2012-03-08 22:18:24 UTC;2;0.00;0.00;0.00;0.00;0.00;100.00
ip-10-8-14-181;2;2012-03-08 22:18:24 UTC;3;0.00;0.00;0.00;0.00;0.00;100.00
ip-10-8-14-181;2;2012-03-08 22:18:25 UTC;-1;0.00;0.00;0.00;31.79;0.00;68.21
ip-10-8-14-181;2;2012-03-08 22:18:25 UTC;0;0.00;0.00;0.00;95.74;0.53;3.72
ip-10-8-14-181;2;2012-03-08 22:18:25 UTC;1;0.00;0.00;0.50;2.99;0.00;96.52
ip-10-8-14-181;2;2012-03-08 22:18:25 UTC;2;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:18:25 UTC;3;0.00;0.00;0.00;0.00;0.00;100.00
ip-10-8-14-181;2;2012-03-08 22:18:26 UTC;-1;0.00;0.00;0.10;19.03;0.10;80.77
ip-10-8-14-181;2;2012-03-08 22:18:26 UTC;0;0.00;0.00;0.00;96.24;0.00;3.76
ip-10-8-14-181;2;2012-03-08 22:18:26 UTC;1;0.00;0.00;0.00;5.03;0.00;94.97
ip-10-8-14-181;2;2012-03-08 22:18:26 UTC;2;0.00;0.00;0.00;0.00;0.00;100.00
ip-10-8-14-181;2;2012-03-08 22:18:26 UTC;3;0.00;0.00;0.00;0.00;0.00;100.00
ip-10-8-14-181;2;2012-03-08 22:18:27 UTC;-1;0.00;0.00;0.00;32.76;0.00;67.24
ip-10-8-14-181;2;2012-03-08 22:18:27 UTC;0;0.00;0.00;0.00;98.40;0.53;1.06
ip-10-8-14-181;2;2012-03-08 22:18:27 UTC;1;0.00;0.00;0.50;3.00;0.00;96.50
ip-10-8-14-181;2;2012-03-08 22:18:27 UTC;2;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:18:27 UTC;3;0.00;0.00;0.00;0.00;0.00;100.00
ip-10-8-14-181;2;2012-03-08 22:18:28 UTC;-1;0.00;0.00;0.00;19.33;0.10;80.57
ip-10-8-14-181;2;2012-03-08 22:18:28 UTC;0;0.00;0.00;0.00;98.93;0.00;1.07
ip-10-8-14-181;2;2012-03-08 22:18:28 UTC;1;0.00;0.00;0.00;3.02;0.00;96.98
ip-10-8-14-181;2;2012-03-08 22:18:28 UTC;2;0.00;0.00;0.00;0.00;0.00;100.00
ip-10-8-14-181;2;2012-03-08 22:18:28 UTC;3;0.00;0.00;0.00;0.00;0.00;100.00
ip-10-8-14-181;2;2012-03-08 22:18:29 UTC;-1;0.00;0.00;0.17;32.08;0.00;67.75
ip-10-8-14-181;2;2012-03-08 22:18:29 UTC;0;0.00;0.00;0.00;96.81;0.53;2.66
ip-10-8-14-181;2;2012-03-08 22:18:29 UTC;1;0.00;0.00;0.00;3.02;0.00;96.98
ip-10-8-14-181;2;2012-03-08 22:18:29 UTC;2;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:18:29 UTC;3;0.00;0.00;0.00;0.00;0.00;100.00
ip-10-8-14-181;2;2012-03-08 22:18:30 UTC;-1;0.00;0.00;0.00;19.27;0.00;80.73
ip-10-8-14-181;2;2012-03-08 22:18:30 UTC;0;0.00;0.00;0.00;97.33;0.00;2.67
ip-10-8-14-181;2;2012-03-08 22:18:30 UTC;1;0.00;0.00;0.50;4.00;0.00;95.50
ip-10-8-14-181;2;2012-03-08 22:18:30 UTC;2;0.00;0.00;0.00;0.00;0.00;100.00
ip-10-8-14-181;2;2012-03-08 22:18:30 UTC;3;0.00;0.00;0.00;0.00;0.00;100.00
ip-10-8-14-181;2;2012-03-08 22:18:31 UTC;-1;0.00;0.00;0.17;32.31;0.17;67.35
ip-10-8-14-181;2;2012-03-08 22:18:31 UTC;0;0.00;0.00;0.00;97.34;0.53;2.13
ip-10-8-14-181;2;2012-03-08 22:18:31 UTC;1;0.00;0.00;0.00;3.02;0.00;96.98
ip-10-8-14-181;2;2012-03-08 22:18:31 UTC;2;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:18:31 UTC;3;0.00;0.00;0.00;0.00;0.00;100.00
ip-10-8-14-181;2;2012-03-08 22:18:32 UTC;-1;0.00;0.00;0.00;20.28;0.00;79.72
ip-10-8-14-181;2;2012-03-08 22:18:32 UTC;0;0.00;0.00;0.00;98.40;0.00;1.60
ip-10-8-14-181;2;2012-03-08 22:18:32 UTC;1;0.00;0.00;0.00;3.52;0.00;96.48
ip-10-8-14-181;2;2012-03-08 22:18:32 UTC;2;0.00;0.00;0.00;0.00;0.00;100.00
ip-10-8-14-181;2;2012-03-08 22:18:32 UTC;3;0.00;0.00;0.00;0.00;0.00;100.00
ip-10-8-14-181;2;2012-03-08 22:18:33 UTC;-1;0.00;0.00;0.17;33.22;0.17;66.44
ip-10-8-14-181;2;2012-03-08 22:18:33 UTC;0;0.00;0.00;0.00;97.34;0.53;2.13
ip-10-8-14-181;2;2012-03-08 22:18:33 UTC;1;0.00;0.00;0.50;5.50;0.00;94.00
ip-10-8-14-181;2;2012-03-08 22:18:33 UTC;2;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:18:33 UTC;3;0.00;0.00;0.00;0.00;0.00;100.00
ip-10-8-14-181;2;2012-03-08 22:18:34 UTC;-1;0.00;0.00;0.00;18.44;0.00;81.56
ip-10-8-14-181;2;2012-03-08 22:18:34 UTC;0;0.00;0.00;0.00;98.92;0.00;1.08
ip-10-8-14-181;2;2012-03-08 22:18:34 UTC;1;0.00;0.00;0.00;4.00;0.00;96.00
ip-10-8-14-181;2;2012-03-08 22:18:34 UTC;2;0.00;0.00;0.00;0.00;0.00;100.00
ip-10-8-14-181;2;2012-03-08 22:18:34 UTC;3;0.00;0.00;0.00;0.00;0.00;100.00
ip-10-8-14-181;2;2012-03-08 22:18:35 UTC;-1;0.00;0.00;0.17;31.69;0.17;67.97
ip-10-8-14-181;2;2012-03-08 22:18:35 UTC;0;0.00;0.00;0.00;95.77;0.53;3.70
ip-10-8-14-181;2;2012-03-08 22:18:35 UTC;1;0.00;0.00;0.50;2.51;0.00;96.98
ip-10-8-14-181;2;2012-03-08 22:18:35 UTC;2;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:18:35 UTC;3;0.00;0.00;0.00;0.00;0.00;100.00
ip-10-8-14-181;2;2012-03-08 22:18:36 UTC;-1;0.00;0.00;0.00;19.23;0.00;80.77
ip-10-8-14-181;2;2012-03-08 22:18:36 UTC;0;0.00;0.00;0.00;99.47;0.00;0.53
ip-10-8-14-181;2;2012-03-08 22:18:36 UTC;1;0.00;0.00;0.00;2.50;0.00;97.50
ip-10-8-14-181;2;2012-03-08 22:18:36 UTC;2;0.00;0.00;0.00;0.00;0.00;100.00
ip-10-8-14-181;2;2012-03-08 22:18:36 UTC;3;0.00;0.00;0.00;0.00;0.00;100.00
ip-10-8-14-181;2;2012-03-08 22:18:37 UTC;-1;0.00;0.00;0.17;31.63;0.17;68.03
ip-10-8-14-181;2;2012-03-08 22:18:37 UTC;0;0.00;0.00;0.00;96.28;0.00;3.72
ip-10-8-14-181;2;2012-03-08 22:18:37 UTC;1;0.00;0.00;0.50;2.00;0.00;97.50
ip-10-8-14-181;2;2012-03-08 22:18:37 UTC;2;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:18:37 UTC;3;0.00;0.00;0.00;0.00;0.00;100.00
ip-10-8-14-181;2;2012-03-08 22:18:38 UTC;-1;0.10;0.00;0.00;18.93;0.00;80.97
ip-10-8-14-181;2;2012-03-08 22:18:38 UTC;0;0.00;0.00;0.00;97.34;0.53;2.13
ip-10-8-14-181;2;2012-03-08 22:18:38 UTC;1;0.50;0.00;0.00;2.00;0.00;97.50
ip-10-8-14-181;2;2012-03-08 22:18:38 UTC;2;0.00;0.00;0.00;0.00;0.00;100.00
ip-10-8-14-181;2;2012-03-08 22:18:38 UTC;3;0.00;0.00;0.00;0.00;0.00;100.00
ip-10-8-14-181;2;2012-03-08 22:18:39 UTC;-1;0.00;0.00;0.00;32.42;0.17;67.41
ip-10-8-14-181;2;2012-03-08 22:18:39 UTC;0;0.00;0.00;0.00;97.86;0.00;2.14
ip-10-8-14-181;2;2012-03-08 22:18:39 UTC;1;0.00;0.00;0.00;3.52;0.00;96.48
ip-10-8-14-181;2;2012-03-08 22:18:39 UTC;2;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:18:39 UTC;3;0.00;0.00;0.00;0.00;0.00;100.00
ip-10-8-14-181;2;2012-03-08 22:18:40 UTC;-1;0.00;0.00;0.10;19.01;0.00;80.89
ip-10-8-14-181;2;2012-03-08 22:18:40 UTC;0;0.00;0.00;0.00;97.34;0.53;2.13
ip-10-8-14-181;2;2012-03-08 22:18:40 UTC;1;0.00;0.00;0.50;2.49;0.00;97.01
ip-10-8-14-181;2;2012-03-08 22:18:40 UTC;2;0.00;0.00;0.00;0.00;0.00;100.00
ip-10-8-14-181;2;2012-03-08 22:18:40 UTC;3;0.00;0.00;0.00;0.00;0.00;100.00
ip-10-8-14-181;2;2012-03-08 22:18:41 UTC;-1;0.00;0.00;0.00;31.74;0.17;68.09
ip-10-8-14-181;2;2012-03-08 22:18:41 UTC;0;0.00;0.00;0.00;97.33;0.00;2.67
ip-10-8-14-181;2;2012-03-08 22:18:41 UTC;1;0.00;0.00;0.00;2.02;0.00;97.98
ip-10-8-14-181;2;2012-03-08 22:18:41 UTC;2;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:18:41 UTC;3;0.00;0.00;0.00;0.00;0.00;100.00
ip-10-8-14-181;2;2012-03-08 22:18:42 UTC;-1;0.00;0.00;0.11;20.02;0.00;79.87
ip-10-8-14-181;2;2012-03-08 22:18:42 UTC;0;0.00;0.00;0.00;96.83;0.53;2.65
ip-10-8-14-181;2;2012-03-08 22:18:42 UTC;1;0.00;0.00;0.00;2.01;0.00;97.99
ip-10-8-14-181;2;2012-03-08 22:18:42 UTC;2;0.00;0.00;0.00;0.00;0.00;100.00
ip-10-8-14-181;2;2012-03-08 22:18:42 UTC;3;0.00;0.00;0.00;0.00;0.00;100.00
ip-10-8-14-181;2;2012-03-08 22:18:43 UTC;-1;0.00;0.00;0.00;32.08;0.17;67.75
ip-10-8-14-181;2;2012-03-08 22:18:43 UTC;0;0.00;0.00;0.00;98.40;0.00;1.60
ip-10-8-14-181;2;2012-03-08 22:18:43 UTC;1;0.00;0.00;0.50;2.49;0.00;97.01
ip-10-8-14-181;2;2012-03-08 22:18:43 UTC;2;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:18:43 UTC;3;0.00;0.00;0.00;0.00;0.00;100.00
ip-10-8-14-181;2;2012-03-08 22:18:44 UTC;-1;0.00;0.00;0.00;18.42;0.00;81.58
ip-10-8-14-181;2;2012-03-08 22:18:44 UTC;0;0.00;0.00;0.00;98.94;0.53;0.53
ip-10-8-14-181;2;2012-03-08 22:18:44 UTC;1;0.00;0.00;0.00;2.01;0.00;97.99
ip-10-8-14-181;2;2012-03-08 22:18:44 UTC;2;0.00;0.00;0.00;0.00;0.00;100.00
ip-10-8-14-181;2;2012-03-08 22:18:44 UTC;3;0.00;0.00;0.00;0.00;0.00;100.00
ip-10-8-14-181;2;2012-03-08 22:18:45 UTC;-1;0.00;0.00;0.17;31.80;0.00;68.03
ip-10-8-14-181;2;2012-03-08 22:18:45 UTC;0;0.00;0.00;0.00;97.33;0.00;2.67
ip-10-8-14-181;2;2012-03-08 22:18:45 UTC;1;0.00;0.00;0.00;2.01;0.00;97.99
ip-10-8-14-181;2;2012-03-08 22:18:45 UTC;2;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:18:45 UTC;3;0.00;0.00;0.00;0.00;0.00;100.00
ip-10-8-14-181;2;2012-03-08 22:18:46 UTC;-1;0.00;0.00;0.00;19.05;0.10;80.85
ip-10-8-14-181;2;2012-03-08 22:18:46 UTC;0;0.00;0.00;0.00;97.87;0.53;1.60
