# hostname;interval;timestamp;DEV;tps;rd_sec/s;wr_sec/s;avgrq-sz;avgqu-sz;await;svctm;%util
ip-10-8-14-181;2;2012-03-08 22:18:14 UTC;xvde;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:18:15 UTC;xvdap1;1.60;0.00;34.22;21.33;0.02;12.00;12.00;1.93
ip-10-8-14-181;2;2012-03-08 22:18:15 UTC;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:18:15 UTC;xvdc;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:18:15 UTC;xvdd;1468.98;94027.81;0.00;64.01;1.93;1.31;0.36;53.48
ip-10-8-14-181;2;2012-03-08 22:18:15 UTC;xvde;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:18:16 UTC;xvdap1;1.61;0.00;34.41;21.33;0.03;17.33;17.33;2.80
ip-10-8-14-181;2;2012-03-08 22:18:16 UTC;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:18:16 UTC;xvdc;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:18:16 UTC;xvdd;1515.59;96984.95;0.00;63.99;1.94;1.28;0.35;53.76
ip-10-8-14-181;2;2012-03-08 22:18:16 UTC;xvde;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:18:17 UTC;xvdap1;1.64;0.00;34.97;21.33;0.03;17.67;17.67;2.90
ip-10-8-14-181;2;2012-03-08 22:18:17 UTC;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:18:17 UTC;xvdc;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:18:17 UTC;xvdd;1527.87;97783.61;0.00;64.00;1.96;1.28;0.36;54.64
ip-10-8-14-181;2;2012-03-08 22:18:17 UTC;xvde;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:18:18 UTC;xvdap1;1.61;0.00;30.11;18.67;0.03;17.67;17.67;2.85
ip-10-8-14-181;2;2012-03-08 22:18:18 UTC;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:18:18 UTC;xvdc;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:18:18 UTC;xvdd;1518.28;97169.89;0.00;64.00;1.93;1.27;0.35;53.76
ip-10-8-14-181;2;2012-03-08 22:18:18 UTC;xvde;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:18:19 UTC;xvdap1;6.95;0.00;89.84;12.92;0.03;4.08;4.08;2.83
ip-10-8-14-181;2;2012-03-08 22:18:19 UTC;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:18:19 UTC;xvdc;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:18:19 UTC;xvdd;1508.02;96513.37;0.00;64.00;1.93;1.28;0.35;53.53
ip-10-8-14-181;2;2012-03-08 22:18:19 UTC;xvde;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:18:20 UTC;xvdap1;1.60;0.00;34.22;21.33;0.05;34.00;34.00;5.45
ip-10-8-14-181;2;2012-03-08 22:18:20 UTC;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:18:20 UTC;xvdc;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:18:20 UTC;xvdd;1450.27;92817.11;0.00;64.00;1.91;1.32;0.37;53.48
ip-10-8-14-181;2;2012-03-08 22:18:20 UTC;xvde;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:18:21 UTC;xvdap1;1.60;0.00;34.04;21.33;0.04;25.67;25.67;4.10
ip-10-8-14-181;2;2012-03-08 22:18:21 UTC;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:18:21 UTC;xvdc;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:18:21 UTC;xvdd;1493.62;95591.49;0.00;64.00;1.91;1.28;0.36;53.19
ip-10-8-14-181;2;2012-03-08 22:18:21 UTC;xvde;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:18:22 UTC;xvdap1;1.61;0.00;34.41;21.33;0.04;23.00;23.00;3.71
ip-10-8-14-181;2;2012-03-08 22:18:22 UTC;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:18:22 UTC;xvdc;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:18:22 UTC;xvdd;1517.20;97101.08;0.00;64.00;1.93;1.27;0.35;53.76
ip-10-8-14-181;2;2012-03-08 22:18:22 UTC;xvde;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:18:23 UTC;xvdap1;1.59;0.00;29.63;18.67;0.03;17.67;17.67;2.80
ip-10-8-14-181;2;2012-03-08 22:18:23 UTC;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:18:23 UTC;xvdc;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:18:23 UTC;xvdd;1468.78;94002.12;0.00;64.00;1.90;1.30;0.36;52.91
ip-10-8-14-181;2;2012-03-08 22:18:23 UTC;xvde;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:18:24 UTC;xvdap1;1.60;0.00;34.04;21.33;0.03;17.67;17.67;2.82
ip-10-8-14-181;2;2012-03-08 22:18:24 UTC;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:18:24 UTC;xvdc;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:18:24 UTC;xvdd;1502.13;96136.17;0.00;64.00;1.91;1.27;0.35;53.19
ip-10-8-14-181;2;2012-03-08 22:18:24 UTC;xvde;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:18:25 UTC;xvdap1;1.60;0.00;34.04;21.33;0.03;17.33;17.33;2.77
ip-10-8-14-181;2;2012-03-08 22:18:25 UTC;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:18:25 UTC;xvdc;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:18:25 UTC;xvdd;1496.28;95774.47;0.00;64.01;1.92;1.28;0.36;53.19
ip-10-8-14-181;2;2012-03-08 22:18:25 UTC;xvde;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:18:26 UTC;xvdap1;1.61;0.00;34.41;21.33;0.05;34.00;34.00;5.48
ip-10-8-14-181;2;2012-03-08 22:18:26 UTC;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:18:26 UTC;xvdc;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:18:26 UTC;xvdd;1504.84;96296.77;0.00;63.99;1.93;1.29;0.36;53.76
ip-10-8-14-181;2;2012-03-08 22:18:26 UTC;xvde;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:18:27 UTC;xvdap1;1.60;0.00;34.04;21.33;0.03;20.00;20.00;3.19
ip-10-8-14-181;2;2012-03-08 22:18:27 UTC;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:18:27 UTC;xvdc;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:18:27 UTC;xvdd;1502.66;96182.98;0.00;64.01;1.92;1.28;0.35;53.19
ip-10-8-14-181;2;2012-03-08 22:18:27 UTC;xvde;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:18:28 UTC;xvdap1;1.60;0.00;34.22;21.33;0.03;20.00;20.00;3.21
ip-10-8-14-181;2;2012-03-08 22:18:28 UTC;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:18:28 UTC;xvdc;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:18:28 UTC;xvdd;1502.14;96124.06;0.00;63.99;1.93;1.28;0.36;53.48
ip-10-8-14-181;2;2012-03-08 22:18:28 UTC;xvde;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:18:29 UTC;xvdap1;7.45;0.00;310.64;41.71;0.06;7.50;4.93;3.67
ip-10-8-14-181;2;2012-03-08 22:18:29 UTC;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:18:29 UTC;xvdc;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:18:29 UTC;xvdd;1517.55;97136.17;0.00;64.01;1.92;1.27;0.35;53.19
ip-10-8-14-181;2;2012-03-08 22:18:29 UTC;xvde;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:18:30 UTC;xvdap1;1.60;0.00;55.61;34.67;0.05;28.33;28.33;4.55
ip-10-8-14-181;2;2012-03-08 22:18:30 UTC;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:18:30 UTC;xvdc;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:18:30 UTC;xvdd;1506.42;96397.86;0.00;63.99;1.92;1.28;0.35;53.48
ip-10-8-14-181;2;2012-03-08 22:18:30 UTC;xvde;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:18:31 UTC;xvdap1;1.60;0.00;34.04;21.33;0.03;20.33;20.33;3.24
ip-10-8-14-181;2;2012-03-08 22:18:31 UTC;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:18:31 UTC;xvdc;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:18:31 UTC;xvdd;1503.72;96251.06;0.00;64.01;1.92;1.28;0.35;53.24
ip-10-8-14-181;2;2012-03-08 22:18:31 UTC;xvde;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:18:32 UTC;xvdap1;1.60;0.00;34.22;21.33;0.04;23.00;23.00;3.69
ip-10-8-14-181;2;2012-03-08 22:18:32 UTC;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:18:32 UTC;xvdc;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:18:32 UTC;xvdd;1518.18;97150.80;0.00;63.99;1.91;1.26;0.35;53.42
ip-10-8-14-181;2;2012-03-08 22:18:32 UTC;xvde;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:18:33 UTC;xvdap1;1.60;0.00;34.04;21.33;0.06;37.00;37.00;5.90
ip-10-8-14-181;2;2012-03-08 22:18:33 UTC;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:18:33 UTC;xvdc;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:18:33 UTC;xvdd;1515.43;97000.00;0.00;64.01;1.92;1.27;0.35;53.24
ip-10-8-14-181;2;2012-03-08 22:18:33 UTC;xvde;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:18:34 UTC;xvdap1;1.61;0.00;30.11;18.67;0.04;25.67;25.67;4.14
ip-10-8-14-181;2;2012-03-08 22:18:34 UTC;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:18:34 UTC;xvdc;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:18:34 UTC;xvdd;1512.90;96825.81;0.00;64.00;1.92;1.27;0.36;53.76
ip-10-8-14-181;2;2012-03-08 22:18:34 UTC;xvde;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:18:35 UTC;xvdap1;1.59;0.00;33.86;21.33;0.03;17.33;17.33;2.75
ip-10-8-14-181;2;2012-03-08 22:18:35 UTC;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:18:35 UTC;xvdc;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:18:35 UTC;xvdd;1507.94;96507.94;0.00;64.00;1.91;1.26;0.35;52.91
ip-10-8-14-181;2;2012-03-08 22:18:35 UTC;xvde;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:18:36 UTC;xvdap1;1.60;0.00;34.22;21.33;0.02;14.33;14.33;2.30
ip-10-8-14-181;2;2012-03-08 22:18:36 UTC;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:18:36 UTC;xvdc;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:18:36 UTC;xvdd;1525.13;97608.56;0.00;64.00;1.93;1.27;0.35;53.48
ip-10-8-14-181;2;2012-03-08 22:18:36 UTC;xvde;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:18:37 UTC;xvdap1;1.60;0.00;34.04;21.33;0.02;14.67;14.67;2.34
ip-10-8-14-181;2;2012-03-08 22:18:37 UTC;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:18:37 UTC;xvdc;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-8-14-181;2;2012-03-08 22:18:37 UTC;xvdd;1500.53;96021.28;0.00;63.99;1.91;1.27;0.35;53.19
ip-10-8-14-181;2;2012-03-08 22:18:37 UTC;xvde;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
